,Review,Rating,polarity,sentiments,word_count
296,  i loved i phone x because of size  design this one better in both aspects its a very light phone ,5,0.5733333333333334,1,20
297,  overall iphone is very nice but battery life is very very bad and phone getting heatalso camera is problem when in night mode,2,-0.04333333333333326,0,23
298,  dont buy it from amazon they had send me a dubai imported product the phone heats so much that i even cant hold it,1,0.2,1,24
299,  good,5,0.7,1,1
300,  i still cant believe i bought it for   rps,4,0.0,1,9
301,  awesome,5,1.0,1,1
302,  i have upgraded from iphone   to   so for me it is best,5,1.0,1,12
303,  display quality is awesome camera quality good its iphone nothing else to describe,5,0.85,1,13
304,  ok,5,0.5,1,1
305,  using phone from last month no issue as such find camera and display is very good,5,0.3033333333333333,1,16
306,"                    the media could not be loaded
                




   its nice and   genuine iphone   writing review after using for   days",5,0.5,1,17
307,  delivery was perfect order at   pm and got this early morning   am trying i phone for the first time and so will take some time to post my review,5,0.45,1,29
308,  okaythanks,4,0.0,1,1
309,  smooth clean  fastsimple and classexcept for the front camera which is a bit underwhelming to me considering the price point and brand valuethis is a beast of a device,5,0.38333333333333336,1,29
310,  beautiful phone,5,0.85,1,2
311,  apple has manufactured its iphone     xr and se in india at the bengalurubased wistron plant from dec ,1,0.0,1,17
312,  iphone   is just awesome,5,1.0,1,4
313,  nice mobile,5,0.6,1,2
314,  lot of new features added in this new iphone night mode is improved and a satisfactory battery back upworth every penny,5,0.0909090909090909,1,21
315,  prosoled screenlonger battery lifebest in class chipsecurityno heating,5,0.0,1,8
316,  never expected apple phone will hang its hanging like this and this happened for the second time i need piece to piece replacement,1,0.025,1,23
317,  i like the phone so much battery is so good but it doesnt has a fingerprint sensor but face lock superb fast and its cool,5,0.49000000000000005,1,25
318,  best phone,5,1.0,1,2
319,  good product,5,0.7,1,2
320,  product is awesome but at continue using of this phone going to hot,5,0.625,1,13
321,  best in class but a bit over priced,5,1.0,1,8
322,  super duper hit👍👌😍🥰,5,0.3333333333333333,1,3
324,  everything is ok except a small hair scratch on front display glass,4,0.125,1,12
325,  it looks stylish the camera quality is beyond expectations,5,0.5,1,9
326,  switching android to iphone no regrets happy customer,5,0.42500000000000004,1,8
327,  battery pock up is not goog actually the phone is not picking the battery,1,0.0,1,14
328,  amazing product from apple just go for it,5,0.6000000000000001,1,8
329,  perfect one because iphone is iphone,5,1.0,1,6
330,  good product value for money,5,0.7,1,5
331,  found all features as tabled in the manual excellent product from apple,5,1.0,1,12
332,  its an amazing product,5,0.6000000000000001,1,4
333,  sound quality,5,0.4,1,2
334,  great phonegreat cameragreat body liked everything about the phonegreat battery backupfeels so premium in hands,5,0.7,1,15
335,  its unfair that they dont include a charger and headphones what rip off in the name eco friendly,5,-0.0625,0,18
336,  just go for it🔥,4,0.0,1,4
337,  okay,5,0.5,1,1
338,  the charging cable is not working how do i replace it,5,0.0,1,11
339,  very good  genuine brand new  retail model starting model number from m is first new retail version,5,0.3054545454545454,1,17
340,  iphone   is by far the best iphone no wonder why its getting all the praises from everyone thanks amazon for smooth delivery,5,0.42500000000000004,1,22
341,  class,5,0.0,1,1
342,  good,4,0.7,1,1
343,"                    the media could not be loaded
                ",2,0.0,1,6
344,  not like want to change this to apple   propls advice how to do,1,0.0,1,13
345,  this is an excellent device coming from my iphone   this is huge upgrade in terms of everything blindly go for it,4,0.30000000000000004,1,21
346,  terrible purchase from amazon  microphone is not working at all  when i try to replace the product it is not showing replacement option,1,-1.0,0,23
347,"                    the media could not be loaded
                ",5,0.0,1,6
348,  battery life is goodcamera  best in smart phoneno fingerprint sensoreverything is best,5,0.7380952380952381,1,12
349,  a good  phone but if you have iphone   then there is no need to upgrade to iphone ,5,0.7,1,17
350,  worlds no  premium smartphone brand not only by words but by performance as well 👌🏼,5,0.0,1,15
351,  buttery smooth overall experience is very nice,5,0.39333333333333337,1,7
352,  nice very good like iphone   no heating i have used it for   months and write down review recommended for iphone lover,5,0.4514814814814814,1,21
353,  it isy  st i phone nice phone,5,0.6,1,7
354,  absolutely stunning and beautiful device in white colour,5,0.45,1,8
355,  nice product,5,0.6,1,2
356,  shifted from android to ios and this is the first smartphone of ios os works really smoothly,5,0.325,1,17
357,  price is bit high,5,0.16,1,4
358,  👍👍,5,0.0,1,1
359,  battery is draining very fast while using internet camera is good awesome images battery should be increase,5,0.6533333333333333,1,17
360,  nice i loved it,5,0.6499999999999999,1,4
361,  battery draining too fastamezon doesnt reply emails about battery draining issueamezon services very bad,1,-0.9099999999999998,0,14
362,  very bad product battery issue heating problem microphone not working and speaker not working🥺🥺,2,-0.9099999999999998,0,14
363,  very luck to get this price on ,5,0.2,1,7
364,  great phone and no issues with the piece received from amazon,5,0.8,1,11
365,  as usual apple is best in its segment flipkart delivery was smooth and fast within   hrs ,5,0.33749999999999997,1,16
366,  the one phone design is perfectly balanced and the ios offers a smooth performance a happy customer ☺️,5,0.575,1,18
367,  its an awesome phone best in technology after two months of used didnt find any negative,5,0.5666666666666667,1,16
368,  battery and camera are good,4,0.7,1,5
369,  only good,5,0.35,1,2
370,  amazing product go for it  love it  no problem at all,5,0.55,1,11
371,  high quality elegant design and lovely phone i love the blue color,5,0.332,1,12
372,  good one,5,0.7,1,2
373,  iphone   is best in terms of camera performance screen etc but overall its overrated in each of these aspects,4,0.5,1,19
374,  apple is applegreat phone,5,0.0,1,4
375,  good product,5,0.7,1,2
376,  very good buy,5,0.9099999999999999,1,3
377,  a phone with good performance,4,0.7,1,5
378,  awesome product,5,1.0,1,2
379,  overall very good,5,0.45499999999999996,1,3
380,  good but price is so high,2,0.43,1,6
381,  imei number is not same,1,0.0,1,5
382,  phone is awesome,5,1.0,1,3
383,  works flawlessly,5,1.0,1,2
384,  blocking of my   phone didnt switch on,1,0.0,1,7
385,  good camera,5,0.7,1,2
386,  little hot phone gamingworld best phone in my handdont worry,5,0.3541666666666667,1,10
389,  ios is smooth but has many restrictions with file sharing worth the price i got it for in discount,5,0.39999999999999997,1,19
390,  do i need to tell anything else world knows it if it fits your budget then there is nothing which is better,4,0.5,1,22
391,  battery life ok but getting warmth very high as i am using normal also,4,0.286,1,14
392,"                    the media could not be loaded
                




   smooth as butter both hardware and software ❤️",5,0.4,1,14
393,  you can trust amazon 👍i am writing this after a week and its original apple productthank you amazon 👍,5,0.375,1,19
394,  gr  product from apple,5,0.0,1,4
395,  the best phone  i have ever used this phone is flawless enjoying every bit of it❤️,5,0.8333333333333334,1,16
396,  if you are currently using iphone xs or below models this is definitely a worthy upgrade,5,0.16666666666666666,1,16
397,  face lock is there not fingerprint but it was fabulous product,5,0.4,1,11
398,  iphone is working fine but the battery life of all new iphone is really poor,5,0.051010101010100985,1,15
399,  the phone heatup so quickly not good,1,-0.35,0,7
400,  the best,5,1.0,1,2
401,  best smartphone ever in my life,5,1.0,1,6
402,  bought iphone   this month may  th phone is amazing and working super cool,4,0.42777777777777776,1,13
403,  best phone one can ever getif you r old iphone user this is one for you,5,0.55,1,16
404,  product is awesome and worth buying,5,0.65,1,6
405,  amazing apple phone after long,5,0.275,1,5
406,  blew my mind after the switch from  s to  stunning look and feel,5,0.5,1,13
407,  i had to return this phone but no option is showing what should i do please help me,1,0.0,1,18
408,  the  two important feature i like abt it are  light weight and very comfortable to holdbattery lasts easily for a day,5,0.43833333333333335,1,21
409,  well been using it for   weeks now phone is pretty good if you can afford it you should buy it,5,0.475,1,20
410,  i feel veryyyyyyy gooooodddd because its screen is very good and touch response is awesome i am promoting it buts very goooodddd,5,0.7033333333333333,1,22
411,  good phone,5,0.7,1,2
412,  simply loving it amazing phone battery could have been better but overall a great phone would definitely recommend,5,0.4166666666666667,1,18
413,  camera quality light weight and smart size of this smartphone makes it superior over its competitors,5,0.4380952380952381,1,16
414,  battery is discharging even on standby,1,0.0,1,6
415,"                    the media could not be loaded
                




   always impressive",5,1.0,1,8
416,"                    the media could not be loaded
                




   good product",4,0.7,1,8
417,  costly heating problem,2,0.0,1,3
418,  great creation by apple nothing much to say   beautiful piece of art,5,0.6166666666666667,1,12
419,  camera and screen quality best apple offered yet so far,5,0.55,1,10
420,  love it,5,0.5,1,2
421,  superb experience,5,1.0,1,2
422,  ummed se thoda kam hai,4,0.0,1,5
423,  lovely,5,0.5,1,1
424,  nyc superb but lightly heating phone phone was awesome battery backup superb   min to full charged,4,0.75,1,16
426,  the best iphone ive ever had,5,1.0,1,6
428,  pros  display performance user interface securitycons  battery thickness notch,4,0.0,1,9
429,  absolutely loved iteverything about it is just mind boggling,5,0.7,1,9
430,  excellent phone,5,1.0,1,2
431,  superb quality n osm picture capturing quality better then dslr but battery backup is only for ,5,0.5,1,16
432,  mt first iphone experienceit is more than i thought,5,0.375,1,9
433,  good smartphone,5,0.7,1,2
434,  nice and super,5,0.4666666666666667,1,3
435,  no words to say,5,0.0,1,4
436,  value for moneybattery life camera performance everything is just perfectawesome 👍,5,0.0,1,11
437,  battery charges only upto ,4,0.0,1,4
438,  red colour is absolutely ugly please dont think of buying red,1,-0.2333333333333333,0,11
439,  perfect,5,1.0,1,1
440,  all good but bettory backup is too much short duration only   hour while capure pictures and videos,5,0.2333333333333333,1,17
441,  everything good,5,0.7,1,2
442,  nice phone,5,0.6,1,2
443,"                    the media could not be loaded
                ",2,0.0,1,6
444,  amazon with amazing delivery and excellent product best app for shopping electronics items,5,0.8666666666666667,1,13
445,  good,5,0.7,1,1
446,  it was a very good purchase at such a good discounted rate,5,0.5366666666666666,1,12
447,  thank you amazon to bring me such a best product ,4,0.5,1,10
448,  superb,5,1.0,1,1
449,  best smartphone of this era,5,1.0,1,5
450,  i think different phone from the others so u can purchase ie expensive bt deserve it,5,-0.25,0,16
451,  awesome product super 🤗🤗🤗👌👌👌,5,0.6666666666666666,1,4
452,  everything is so smooth that u cant even think of getting to android further,5,0.2,1,14
453,  if you only want an ios you go for it or else you can buy asus rog ,5,0.0,1,17
454,  value for money,5,0.0,1,3
455,  beautiful mobile,5,0.85,1,2
456,  happy to see pre install ios ,5,0.8,1,6
457,  awesome phone but price little bit too high,5,0.32416666666666666,1,8
458,  phone is good,5,0.7,1,3
459,  the delivery experience was really good and fastbest price from amazon,5,0.7,1,11
460,  simply amazing 😍,5,0.6000000000000001,1,3
461,  awesomely smooth,5,0.4,1,2
462,  everything is as per the declaration,5,0.0,1,6
463,  awesome,5,1.0,1,1
465,  good,5,0.7,1,1
466,  it is really a great phone if you can afford it however battery really sucks,5,0.25,1,15
467,  super product,5,0.3333333333333333,1,2
468,  great phone,5,0.8,1,2
469,  finally got dream phone this is my first iphoneloved it,5,0.125,1,10
470,  im in love with the colour,5,0.5,1,6
471,  worth your moneyawesome qualityupgrade from iphone  s to ,5,0.3,1,8
472,  great upgrade from   to ,5,0.8,1,4
474,  katai sexy,5,0.5,1,2
475,  super camera with a good battery and great os,5,0.611111111111111,1,9
476,  i liked the finish i dont like the missing charger,5,0.19999999999999998,1,10
477,  finding the phone easy to use and it has all the features as detailed,5,0.4166666666666667,1,14
479,  back to ios and great decision to buy iphone again,5,0.4,1,10
480,  nice,5,0.6,1,1
481,  everything is perfect,5,1.0,1,3
483,  best one camera🔥❤️some pictures taken in very minimal lighting,5,0.435,1,9
484,  excellent,5,1.0,1,1
485,  great experience so for  my first iphone,5,0.525,1,7
486,  good product a bit pricey,4,0.7,1,5
487,  best mobile in the present ,5,0.5,1,5
488,  iphone     gb,5,0.0,1,2
489,  it really awesome product but the delivery time is late try under your own risk,5,0.4333333333333333,1,15
490,  iphone   is super handy blue is cool color loved it,5,0.3966666666666666,1,10
491,"                    the media could not be loaded
                




   nice product deleviry fast",5,0.4,1,10
492,  just amazing,5,0.6000000000000001,1,2
493,  better go for pro series,2,0.5,1,5
494,  got my iphone    gbvery happy with the productthanks amazon,5,0.8,1,9
495,  great phone,5,0.8,1,2
496,  a value for money,5,0.0,1,4
497,  best ever phone from apple but costly as always,5,1.0,1,9
498,  too good a phone  light beautiful and elegant ,5,0.6125,1,8
499,  loving,5,0.6,1,1
500,  decent product with just an average battery life timely and safe delivery,5,0.1722222222222222,1,12
501,  charging cable is not original takes a lot of time to charge,4,-0.1875,0,12
502,  nice product,5,0.6,1,2
504,  value for money,5,0.0,1,3
505,  not buy from this sellerafter use of one month microphone not working,1,0.0,1,12
507,  as expected by appleapple the name is enough,5,-0.05,0,8
508,  i really liked the camera quality,4,0.6,1,6
509,  excellent,5,1.0,1,1
510,  the best iphone till now display camera performance,5,1.0,1,8
511,  end one,5,0.0,1,2
512,  definitely its overpriced but feature loaded,5,0.0,1,6
514,  nice phone got it around  k effective price after cash back,5,0.39999999999999997,1,11
515,  wow,5,0.1,1,1
517,  received the product as expected its awesome,5,0.45,1,7
518,  it works very swiftlyhappy with the outcome,5,0.2,1,7
519,  light weight  smooth performance and bets camara,5,0.4,1,7
521,  my phone colour is light bluenot blackany reason of this,5,0.4,1,10
522,  improved camera and battery life compared to previous versions,5,-0.16666666666666666,0,9
523,  there is nothing to dislike in this iphone,5,0.0,1,8
524,  simply awesome,5,1.0,1,2
525,  volume down button side heating problem every time,5,-0.15555555555555559,0,8
526,  great apple product,5,0.8,1,3
527,  nice one,5,0.6,1,2
528,  excellent,5,1.0,1,1
529,  battery life is not gud,4,0.0,1,5
530,  love it had an amazing experience thank you,5,0.55,1,8
531,  most beloved phone of mine,5,0.6,1,5
533,  very good,5,0.9099999999999999,1,2
534,  excellent camera and build quality decent battery life,5,0.5833333333333334,1,8
535,  no negative feedbackits all awesome,5,0.575,1,5
536,  good,5,0.7,1,1
537,  personal use for this like,5,0.0,1,5
538,  better than other iphone models batter back up is improved light body weight,5,0.19375,1,13
539,  not value for money,5,0.0,1,4
540,  excellent 👌👌👌👌,5,1.0,1,2
541,  just awesome ,5,1.0,1,2
543,  looks like charm delivered as promised,5,0.0,1,6
544,  aswome phone,5,0.0,1,2
545,  fingerprint sensor are very fast,5,0.26,1,5
547,  excellent phone,5,1.0,1,2
548,  good looking,5,0.7,1,2
550,"                    the media could not be loaded
                ",5,0.0,1,6
551,  best phone,5,1.0,1,2
552,  worth it,5,0.3,1,2
553,  phone is superb,5,1.0,1,3
554,  heat up during charging nd video call,1,0.0,1,7
555,  brilliant in all the way good performance,5,0.8,1,7
556,  phone is good but over priced,4,0.7,1,6
557,  no comparison,5,0.0,1,2
558,  wao i phone is iphone,5,0.0,1,5
559,  overheating cant even hold the mobile at times,2,0.0,1,8
560,  good,4,0.7,1,1
561,  nice phone but too costly,5,0.6,1,5
562,  there is no phone like iphone,5,0.0,1,6
563,  battery life only one day,5,0.0,1,5
564,  awesome product wont regret for  k after buying,5,1.0,1,8
565,  best mobile of ,5,1.0,1,3
566,  good,5,0.7,1,1
567,"                    the media could not be loaded
                




   😍😍",5,0.0,1,7
568,  good to have an iphone,5,0.7,1,5
569,  apple will never fail your expectations,5,0.25,1,6
570,  camera is perfectno doubtbut rate should be low,4,0.0,1,8
571,  awesome phone,5,1.0,1,2
572,  its amazing phone,5,0.6000000000000001,1,3
573,  awesome go for it,5,1.0,1,4
574,  fav smartphone,5,0.0,1,2
575,  iphone   awesome,5,1.0,1,2
576,  nice phone with best camera,5,0.8,1,5
577,  fastest delivery by amazon,5,0.0,1,4
578,  this is the best camera smartphone ,4,1.0,1,6
579,  its an iphone its always grateful on hands,5,0.0,1,8
580,"                    the media could not be loaded
                ",5,0.0,1,6
581,  nice phone with awesome brand,5,0.8,1,5
582,  its fabulous ,5,0.4,1,2
583,  nice product,5,0.6,1,2
584,  fantastic switch over from android to ios,5,0.4,1,7
585,  apple gives what we pay,5,0.0,1,5
586,  great product,5,0.8,1,2
588,  loved the color,5,0.7,1,3
589,  good,4,0.7,1,1
590,  all specifications are perfect,4,1.0,1,4
591,  superb product made by apple,5,1.0,1,5
592,  loved the new iphone,5,0.41818181818181815,1,4
593,  excellent,4,1.0,1,1
594,  just awesome,5,1.0,1,2
595,  overall it is very nice,4,0.39,1,5
596,  best but too costly,5,1.0,1,4
597,  best iphone till date,4,1.0,1,4
598,  must buyenjoying every bit of it,5,0.0,1,6
599,  more expensive,4,0.0,1,2
600,  battery issue,5,0.0,1,2
601,  just go for it another great iphone,5,0.8,1,7
602,  sir thank you it is a very nice phone,5,0.78,1,9
603,  excellent phone from apple,5,1.0,1,4
604,  charger adapter not provided by the apple,5,0.0,1,7
605,  awesome no need to review apple products,5,1.0,1,7
606,  iphone   photography,5,0.0,1,2
608,  awesome camera quality night mode pics are grt,5,1.0,1,8
609,  i dont like,4,0.0,1,3
610,  very got,5,0.2,1,2
611,  overall very good product,5,0.45499999999999996,1,4
613,  loved it,5,0.7,1,2
614,  not as per expectation,2,0.0,1,4
615,  a powerful phone with wonderful features,5,0.65,1,6
616,  best in segment,5,1.0,1,3
617,  good phone,5,0.7,1,2
618,  security and screen clarity,5,0.0,1,4
619,  its a good one very smooth to use,5,0.61,1,8
620,  value for money,5,0.0,1,3
621,  very fastest camera best photos,5,0.6,1,5
622,  nice phone,5,0.6,1,2
623,  best of the best,5,1.0,1,4
624,  mobile is best,5,1.0,1,3
626,  blind buy,5,-0.5,0,2
627,  very good,5,0.9099999999999999,1,2
628,  very good phone indeed,5,0.9099999999999999,1,4
629,  wonderful device loved apple,5,0.85,1,4
630,  i liked it too much🥰🥰🥰,5,0.6,1,5
632,  super job,5,0.3333333333333333,1,2
633,  😊👍👌🙏,5,0.0,1,1
634,  loved itthe beast,5,0.7,1,3
635,  an amazing product,5,0.6000000000000001,1,3
636,  exceptional,5,0.6666666666666666,1,1
637,  value for money,5,0.0,1,3
638,  king of mobiles,5,0.0,1,3
639,  screen quality,5,0.0,1,2
641,  waaah,5,0.0,1,1
642,  ok not gud 👍,2,0.5,1,4
643,  awesomeness,5,0.0,1,1
644,  cost,4,0.0,1,1
645,  camera is good,5,0.7,1,3
646,  excellent,5,1.0,1,1
647,  very good product,5,0.9099999999999999,1,3
648,  its good,5,0.7,1,2
649,  great product,5,0.8,1,2
650,  awesome beast❤️🔥,5,1.0,1,2
651,  happy,5,0.8,1,1
652,  nice phone,5,0.6,1,2
653,  i love it,5,0.5,1,3
654,  excellent phone,4,1.0,1,2
655,  battery life is average,4,-0.15,0,4
656,  product was to good,5,0.7,1,4
657,  great,5,0.8,1,1
658,  na,5,0.0,1,1
659,  exceptional except the battery,4,0.6666666666666666,1,4
660,  nice look,5,0.6,1,2
661,  official look 👀,5,0.0,1,3
662,  go for it ,5,0.0,1,3
663,  super,5,0.3333333333333333,1,1
664,  super,5,0.3333333333333333,1,1
665,  good one,5,0.7,1,2
666,  camera and performance,5,0.0,1,3
667,  best price by amazon,5,1.0,1,4
668,  nyc experience,5,0.0,1,2
669,  i like it,5,0.0,1,3
670,  superb product thx to apple,5,1.0,1,5
673,  super,5,0.3333333333333333,1,1
674,  best phone ever,5,1.0,1,3
675,  awesome,5,1.0,1,1
676,  its very expensivei like white 🤍,5,0.1,1,6
677,  bill not available,4,-0.2,0,3
678,  its the best,5,1.0,1,3
679,  goog,5,0.0,1,1
680,  nice,5,0.6,1,1
681,  all good,5,0.7,1,2
682,  very nice,5,0.78,1,2
684,  awesome,5,1.0,1,1
685,  excellent,5,1.0,1,1
686,  osmmm phone fabulous,5,0.4,1,3
687,  i dont like to much,5,0.2,1,5
689,  nice phone,4,0.6,1,2
690,  nothing,5,0.0,1,1
693,  impressive,5,1.0,1,1
694,  absolute beast,5,0.2,1,2
695,  simply super,5,0.3333333333333333,1,2
696,  good choice,5,0.7,1,2
697,  na,4,0.0,1,1
700,  best in every department,5,1.0,1,4
701,  good to use,4,0.7,1,3
702,  nice,5,0.6,1,1
703,  👌🏻👌🏻👌🏻👀🔥,5,0.0,1,1
704,  excellent product,5,1.0,1,2
705,  awesome as expected,5,0.45,1,3
706,  good phone,4,0.7,1,2
707,  not,1,0.0,1,1
708,  perfect phone,5,1.0,1,2
709,  dint like,1,0.0,1,2
710,  all good,5,0.7,1,2
711,  good,4,0.7,1,1
712,  so amazing 😍😘,5,0.6000000000000001,1,3
713,  speed period,5,0.0,1,2
714,  excellent,5,1.0,1,1
715,  nice,4,0.6,1,1
716,  best,5,1.0,1,1
717,  good,5,0.7,1,1
718,  yes its awesome,5,1.0,1,3
719,  👍,5,0.0,1,1
720,  owesome,5,0.0,1,1
722,  nice,4,0.6,1,1
723,  not bad,4,0.3499999999999999,1,2
724,  battery 🔋life,5,0.0,1,2
725,  everything is fine,5,0.4166666666666667,1,3
726,  very op,4,0.2,1,2
727,  sexy,5,0.5,1,1
728,  excellent,5,1.0,1,1
729,  best mobil,4,1.0,1,2
730,  great phone,5,0.8,1,2
731,  good phone,5,0.7,1,2
732,  very good,5,0.9099999999999999,1,2
733,  amazing mobile,5,0.6000000000000001,1,2
734,  nice,5,0.6,1,1
735,  👍,5,0.0,1,1
736,  good,5,0.7,1,1
737,  gd product,5,0.0,1,2
738,  nice,4,0.6,1,1
739,  its working fine,5,0.4166666666666667,1,3
740,  like,5,0.0,1,1
741,  awesome,5,1.0,1,1
742,  excellent,5,1.0,1,1
743,  ❤️,5,0.0,1,1
744,  best phone,5,1.0,1,2
745,  liked it,5,0.6,1,2
746,  great,5,0.8,1,1
747,  country of origin chinachina manufacturing that much cost waste money on that product wastekeep love ur parents not gadgets,1,0.16666666666666666,1,19
748,  after costing a huge amount iphone   will not support  g mmwave in india which is the fastest  g so before purchasing be cautious about the fact,1,0.4000000000000001,1,26
749,  if you know where to look you can find this phone for fifty two for the sixty four version my review is based on that pricing as i got my father one of those just yesterday and here is what i have noticedpros a great build quality very light phone after using an  pro max and a  pro max this size is so much easier to behold and a lot easier without bells and whistlesb good camera set up  you will get two options normal and zoom out both are clear and perfectly adequatec nice loud speakersd oled display  not the best display but this was apples foray into a nonpro phone with oled display and it was a very successful onee software  apple software is great and the processor is speedyf great voice quality and good signal  again somehting to behold and cherishg face id is supe fasth speedy now and speedy after   years alsocons some may think this is expensive but please note after   years you will still be able to get half of the value in return that is something only apple does well so cost of ownership works out to around   a monthfeels very flimsy and insubstantial without case owing to less weightno finger print scanner apple support is terribleoptions  if you want to go for an android i recommend the fan edition version of samsungs a one plus  pro or a pixel  a the pixel  a is best value the one plus is good for photos but video is not even as good as an iphone   apple has best video in class across the last   years,5,0.4684666666666666,1,271
750,  great phone no doubt but for the price given the battery capacity shouldve been  mah and abovepros  touch feel is improved and smooth  getting a bigger ram is a plus point  esim is working fine  voice clarity is improved compared with my iphone  cons  battery lifenote upgraded from iphone   recommend for the people who are using  iphone   and below models,4,0.40416666666666673,1,60
751,  i request you please dont buy apple mobile online because the display quality and camera quality is very badif you dont believe then you go your nearest reliance digital storecromaapple store and compare your camera quality  display qualityplease dont buy,1,0.1,1,40
752,  apple and samsung both are in a price war off late also buying a phone worth  k in india leaves a bad taste in my mouth  im not judging anyone who buys this but we are still a developing nation with children dying of hunger spend money wisely dont give in to the instagram fueled dystopia,1,2.7755575615628914e-17,1,56
753,  given a   star as apple continues to sell a defective product without resolving reported issues worldwidebeware buy at your own luck this is solely based on my   months of experience with a defective iphone   gb purchased from amazonpart i  the rise of iphonethe saga began with an aspiration to buy a quality iphone feedback was that it never hangsbut wait no one told me that it wont hang till it works  this came as a gift to me from my wife seeing my aspiration she also got inspired and jumped the gun to buy it on my birthdaybut none of us imagined the nightmare it will become if you got yourself a defective piece dont believe me search for iphone   nonresponsive screen you will get heartburns reading how many of them have nonresponsive screens and have not worked even after replacement of whole phone itself one guy had it replaced   times but issue kept coming backit seems iphone   is a defective buildafter approx   days i started seeing same issue of phone unlockingface unlock but then nothing used to work on the touch screen you are effectively not able to walk past the unlocked screenif you locked and unlocked again touch screen would start functioning till the next time it would behave in the same manner i installed the apple support app to diagnose the issue and luckily the touchscreen issues went away without any tracebut wait i wasnt so lucky the same issue crept back exactly on the  th day but this time with a vengeance the phone simply wouldnt unlock no matter what you do you can see the screen it would charge and reboot and all that  now began the nightmare which is the part iipart ii  the phantomiphone service menace no direct way to contact india customer support only through chat and they will do an automated call back first they tell me the usual workarounds press button a b c etc etc which i have already tried standard procedures eating up so much time next after frustrating   min call with them they send me instructions over email to take backup and do a factory restoreignoring the fact that the touch screen isnt working as expected cannot take backup using itunes due to the pin which requires your touch screen to work frustrations are on the peak now i reach back to support and they are trying to get me an appointment with the nearest service center their service locator app is not working and i am scheduled a call back i wait at the designated schedule but i get a mail that i am not reachable waitmy number is prefixed with a   and the automated call back is also adding another  shikes i will never get a call back now i try to reach out to them with the frustrations at the peak didnt want to talk to them so started a chat session and luckily got the appointment with them in the next hour reached the service center they asked me to wait diagnosed and found that the iphone screen is not responsive have to seek guidance from apple after a week of checking online status which didnt change i called the service center and asked for status i am told that they are waiting for parts from apple i told them i am not interested either replace the whole handset or refund the moneyi am provided apple support number to talk to as it a decision that has to come from apple i immediately call apple support and have a long conversation of over   minutes in which they are defiant to replace the handset and insist that they provide quality repair in india which after repairs will be like new only i offer them this new repaired phone and to give me my money back i also state that in the usa they replace and in india is a repair to which i am given an answer that every region has a different policyhow discriminatory the call ends after   minutes of strong discussions that i will evaluate the quality of repair and then only accept the phone back but with still no change in status on their site i am not sure if they even know what to do with these screen issues on iphonepart iii  the empire strikes back for many days apple service did not have a clue on whats happening except for waiting for apple to respond after multiple followups and posts on twitter got some attention repaired phonenot acceptable was returned after   days with chassis replaced poor service for one of the expensive phones on this planet apple has taken indian customers for granted i am sure they would have replaced the phone immediately in usbad overall experience has spoiled the product ownership experience forever,1,0.035020011435105754,1,805
754,  pros  display and camera quality is good for the price  super fast and lag free experience  looks and build quality is top notch i like the boxy shape  ios integration and apple ecosystem works like a charm if u have other apple devices  battery life is good  resale value due to apple brand is goodcons  no zoom lens at this price camera isnt versatile due to that  face id and notch due to mask doesnt work fingerprint sensor is a must have these days  overpriced in india by atleast ₹  very slow charging speed  no adapter in the box  ios limitations if you are coming from android no dual whatsapp no call recording split screen multitasking home screen customisations etc   hz display and that big notch again is a let down,4,0.13752136752136748,1,131
756,  amazon selling used or refurbished products when we investigated and apple care tell that this phone used with different ph number amazon giving benifits and offers on only one colour that left over stock,1,0.025,1,34
757,  why some people are cracking lame jokes iphone with kidneys if you are that poor that you cannot afford an iphone until you sell a kidney go within the budget stop this crap,5,-0.5666666666666668,0,33
758,  at the right time fair price would be about  k after cash back disc etc for the  gb variantfor  st time users if you are confused between the iphone and iphone mini i would recommend that you visit a retail store to get the look and feel of the phone before making a purchase decision online i found the mini to be too small my finger always landed on top of the camera at the backalso it helps to get a better perspective on the colour options the blue one is a very deep blue the white variant is off white with silver edges on the sides,5,0.1113095238095238,1,107
759,  i encourage people not to buy this because they are bullying you by their big name the cost of the phone is no doubt high but without a charger is simply stupidity i dont why people buy this when there are lots of options available with best features in other company i am not ruthless atball towards iphone brand but atleast the device should come with a charger with free of cost now a days iphone is driving people who are actually stupid,1,0.10388888888888888,1,83
760,  never buy an iphone from amazon etc  i bought an iphone   back in   and after a year it randomly stopped working and was stuck on the apple logo amazon does not help at allinstead pay a little extra and buy it from apple or unicorn since theyre authorised sellers,2,-0.171875,0,49
761,  so far i had used android phones only and this was first time switching to ios the phone runs very smoothly and flawlessly it have beautiful design and colour thoughtfully designed ui and it feels perfect to hold in hand not too small not too large face id is excellent and quick dont heat at all except a little bit while charging colours are realistic and sharp battery goes for a day with normal usage but could have been better,4,0.3483403361344538,1,80
762,  not worth the money i think apple deliberately selling inferior products to india all   star ratings are from apple fanboys who are interested in instagram pictures since camera is only good  i request people to buy only samsung as they are truly smartphone plus their strong make in india commitment never heard of any violence in samsung factories,1,0.20555555555555552,1,58
